name,year,latitude,longitude,source_url,type,source,photo_link
Allen Industries Inc.,1951,42.332504,-83.021896,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Ray Industries Inc.,1951,42.331774,-83.020823,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Budd Co. Atwater Plant Farm Implements Factory,1951,42.330656,-83.01975,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Cronin Coal Co.,1951,42.330791,-83.018677,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Riopelle Sub-Station Public Lighting Commission,1951,42.331259,-83.017604,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Huron-Portland Cement Co. Detroit Plant,1951,42.331854,-83.016531,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Central Iron Foundry,1951,42.334028,-83.015458,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
The Detroit Edison Co. Atwater Warehouse,1951,42.333354,-83.014385,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
The Detroit Edison Co. Large Coal Pile,1951,42.332274,-83.013312,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
The Detroit Edison Co. Orleans Coaling Station,1951,42.332765,-83.012239,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Michigan Steel Casting Co.,1951,42.334617,-83.011166,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Essex Brass Co. Brass Works,1951,42.335176,-83.010093,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Detroit Elevator Co. Factory,1951,42.334895,-83.00902,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Central Iron Foundry,1951,42.333907,-83.007947,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
James E. Degan Co.,1951,42.335363,-83.006874,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Frederick Kahl Iron Foundry,1951,42.334415,-83.005801,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Ainsworth Manufacturing Co.,1951,42.336152,-83.004728,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Parker Brothers Co. Ltd. Atwater Gravel Yard,1951,42.333582,-83.003655,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Goebel Brewing Co.,1951,42.333705,-83.002582,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Parke Davis & Co.,1951,42.337056,-83.001509,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Kendrick Manufacturing Co.,1951,42.33748,-83.000436,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Chope-Stevens Paper Co.,1951,42.33631,-82.999363,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Northern Engineering Works,1951,42.335779,-82.99829,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Detroit River Iron Works,1951,42.335045,-82.997217,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Majestic Tool & Manufacturing Co.,1951,42.33608,-82.996144,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Republic Steel Corporation,1951,42.337064,-82.995071,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Ecclestone Chemical Co.,1951,42.336651,-82.993998,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
