name,year,latitude,longitude,source_url,type,source,photo_link
Harry Brothers Manufacturing Co.,1922,42.333,-83.033,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Larned Tool & Die Co. & Detroit Auto Visor Co.,1922,42.3327,-83.0332,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
H. J. Heinz Co. Detroit Branch,1922,42.332,-83.0329,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
United Fuel & Supply Co. Atwater Yard,1922,42.3316,-83.0324,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit United Railway Power House Station A,1922,42.3321,-83.0312,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Reliable Furniture Co.,1922,42.333,-83.032,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Atlas Crucible Steel Co.,1922,42.333,-83.031,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit Screw Works,1922,42.3326,-83.03,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit United Railway Power House Station A,1922,42.332,-83.0305,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Kimball - Eisenberg Co. Whole Pipe & Plumbing Supplies,1922,42.332,-83.0324,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Great Lakes Engineering Works Detroit Plant,1922,42.331,-83.031,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit United Railway Power House Station B,1922,42.3317,-83.0298,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
U.S. Gypsum Co. Plaster Mill,1922,42.331,-83.031,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Metal Junk Yard,1922,42.333,-83.0297,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Iron & Scrap Metal Ware House,1922,42.3337,-83.0287,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
A. J. Smith Construction Co. Material and Tool Yard,1922,42.3329,-83.0286,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Huron-Portland Cement Co. Detroit Plant,1922,42.3319,-83.0285,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit Ship Building Co. Orleans Plant,1922,42.3336,-83.0267,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
F. Joseph Lamb Co. Machine & Tool Shop,1922,42.3351,-83.0259,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Essex Brass Co. Brass Works,1922,42.3354,-83.0253,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Michigan Steel Casting Co.,1922,42.3343,-83.0252,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
F. H. Goodard Inc. Contractors,1922,42.3354,-83.0248,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Trussed Concrete Steel Co.,1922,42.3359,-83.0237,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Frederick Kahl Iron Foundry & Pattern Co.,1922,42.3344,-83.0243,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
United Fuel & Supply Co. Dubois Yard Stables,1922,42.3347,-83.0231,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit Dry Kiln Co. & Derry Lumber Co.,1922,42.3349,-83.022,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
East Side Iron Works Structural Shop,1922,42.3351,-83.023,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Ainsworth Manufacturing Co.,1922,42.3359,-83.0228,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Capital Brass Works Brass & Aluminum Foundry,1922,42.3366,-83.0219,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Lauhoff Roller Mill Works,1922,42.3361,-83.0216,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit Lumber Co. Chene St. Yard,1922,42.3352,-83.0214,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Commercial Storage Co. Merchandise Ware House,1922,42.3359,-83.0219,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Riverside Scrap Iron & Metal Co.,1922,42.33382,-83.02394,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Parker Brothers Co. Ltd. Builders Supply and Coal,1922,42.33413,-83.02339,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
United Fuel and Supply Co. Dubois Yard,1922,42.334399,-83.022671,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Imperial Ship Building Corporation,1922,42.334599,-83.020794,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Consumers Gravel Co.,1922,42.334793,-83.020043,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Nicholson Transit Co.,1922,42.334992,-83.019442,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Birmingham Sand & Gravel Co. Gravel Yard,1922,42.335555,-83.018347,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Michigan Tool Co.,1922,42.336221,-83.017811,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Northern Engineering Works,1922,42.33588,-83.02001,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Parke Davis & Co.,1922,42.336594,-83.018465,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Union Drawn Steel Co.,1922,42.337109,-83.018841,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Stroh Casting Co.,1922,42.336372,-83.020643,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
The Tube Products Co.,1922,42.336681,-83.02001,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Edgar A. Murray Insecticides & Disinfectants,1922,42.336824,-83.019613,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Parke Davis & Co.,1922,42.336958,-83.020826,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Advance Machine Co.,1922,42.337085,-83.020354,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Thiery-Kendrick Manufacturing Co.,1922,42.337569,-83.019227,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Manufacturers of Pharmaceutical Articles,1922,42.337359,-83.01706,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Standard Brass Works,1922,42.33797,-83.018026,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Cope-Swift & Co. Inc.,1922,42.338406,-83.01708,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Parke Davis & Co.,1922,42.337217,-83.015279,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Murphy Iron Works,1922,42.337653,-83.014388,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Buhl Malleable Co. Foundry,1922,42.338698,-83.013263,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Buhl Sons Co. Wholesale Hardware,1922,42.339183,-83.012135,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
City of Detroit Street Railways,1922,42.339556,-83.011384,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Carl E. Schmidt & Co. Inc. Tannery,1922,42.340016,-83.009775,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Berry Brothers Inc. Varnish Factory,1922,42.340373,-83.008777,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
American Boiler Works,1922,42.341831,-83.008601,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
River Foundry Co.,1922,42.341672,-83.008537,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Michigan Motor Specialties Co.,1922,42.341327,-83.008333,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Michigan Bolt & Nut Works,1922,42.341466,-83.007496,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
United States Rubber Co. Morgan & Wright Plant,1922,42.341835,-83.006654,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Michigan Ammonia Works,1922,42.342053,-83.005393,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit City Gas Co. Station B,1922,42.342663,-83.005066,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
United States Rubber Co. Manufacturer of Pneumatic Tires,1922,42.344214,-83.005009,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Detroit Stove Works Foundry,1922,42.344975,-83.003186,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1922,ind,Sanborn Fire Insurance Maps - Detroit 1921,1921.jpg
Belle Isle Park,1922,42.341,-82.977,https://detroithistorical.org/learn/encyclopedia-of-detroit/belle-isle-park,rec,Detroit Historical Society,belle_isle_1915.jpg
Phillip Kling Brewing Co.,1915,42.346307,-83.000546,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_08_1915,ind,Sanborn Fire Insurance Maps - Detroit 1915,1921.jpg
Palace Gardens Amusement Park,1915,42.347306,-82.998701,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_08_1915,rec,Sanborn Fire Insurance Maps - Detroit 1915,1921.jpg
Maximotor Co.,1915,42.348342,-82.997308,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_08_1915,ind,Sanborn Fire Insurance Maps - Detroit 1915,1921.jpg
Detroit Chemical Works,1950,42.307028,-83.093415,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
The American Brass Company,1950,42.307726,-83.089016,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Detroit Harvester Co.,1950,42.304076,-83.09172,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Mistersky Power Station,1950,42.303108,-83.090819,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
The American Brass Company,1950,42.305256,-83.087806,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Detroit Harbor Terminals Inc. Warehouse,1950,42.306517,-83.086722,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Michigan Boiler & Engineering Works,1950,42.310175,-83.084566,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Rail & Waterways Coal Co. Coal Yard,1950,42.310302,-83.082699,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Commerical Marine Terminal - The Evening News Association,1950,42.311333,-83.081197,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
City of Detroit 24th St. Incinerator,1950,42.312865,-83.079405,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Department of Public Works Garbage Loading Station,1950,42.313507,-83.078461,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Michigan Consolidated Gas Co. Station F,1950,42.313642,-83.080596,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Michigan Consolidated Gas Co. Station E,1950,42.314586,-83.079062,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Perrone Lumber & Millwork Co.,1950,42.317195,-83.077792,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Michigan Consolidated Gas Co. Station A,1950,42.316628,-83.078194,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Chesapeake & Ohio Railroad Pere Marquette Freight Yard,1950,42.316199,-83.07482,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Detroit Power Screw Driver Co.,1950,42.317746,-83.076928,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Freight Truck & Trailer Repair,1950,42.31716,-83.076574,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Forge Shop & Hammer Room,1950,42.317515,-83.075619,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Chesapeake & Ohio Railroad Machine & Repair Shop,1950,42.317065,-83.075767,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Wabash Railroad Freight Yard,1950,42.317837,-83.071215,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
The Toledo Plate & Window Glass Co. Detroit Warehouse,1950,42.319011,-83.07335,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Chesapeake & Ohio Railroad Pere Marquette Freight Yard & Distribution Terminal,1950,42.318753,-83.069981,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
International Forwarding Co.,1950,42.318666,-83.069069,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
National Carloading Corporation,1950,42.319876,-83.069611,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
R. Laylward Coal Yard,1950,42.320371,-83.070963,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Wabash Railroad Freight House,1950,42.320059,-83.066005,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Nash-Kelvinator Sales Corporation Parts & Service Dept.,1950,42.320884,-83.068827,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Schwarz Foundry Co.,1950,42.321495,-83.068247,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Annheuser-Busch Inc.,1950,42.321502,-83.067357,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Detroit Graphite Company,1950,42.32232,-83.066155,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Michigan Central Railroad Freight House,1950,42.321717,-83.064803,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Michigan Central District Produce Terminal,1950,42.321797,-83.062044,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Universal Car Loading and Distributing Co.,1950,42.322876,-83.061057,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Edgar Warehouses Inc.,1950,42.322638,-83.059362,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Auto Freight House,1950,42.324716,-83.059555,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
New York Central Railroad Freight Yard,1950,42.32362,-83.057149,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Detroit & Cleveland Navigation Co. 3rd St. Warehouse,1950,42.324742,-83.051576,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Tin Shop,1950,42.326246,-83.052497,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Plumbing Warehouse,1950,42.326571,-83.051982,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Chemical Warehouse,1950,42.326738,-83.050759,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Machine Shop,1950,42.326206,-83.050963,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
McKesson-Robbins Inc. Detroit Division,1950,42.325429,-83.049279,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Textile Products Factory & Warehouse,1950,42.326547,-83.049096,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Harvey Foundry Pattern & Machine Co.,1950,42.325906,-83.049663,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Detroit & Cleveland Navigation Co.,1950,42.325272,-83.048483,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
R. L. Polk & Co.,1950,42.326445,-83.048547,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Detroit & Cleveland Navigation Co.,1950,42.326051,-83.045492,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,ind,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
Veterans Memorial Building,1950,42.326951,-83.045546,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_01_1950,rec,Sanborn Fire Insurance Maps - Detroit 1950,1950.jpg
James Vernor Co. Building,1951,42.327079,-83.044429,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
J. C. Goss Company,1951,42.32723,-83.043356,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Detroit & Canada Tunnel Company,1951,42.328142,-83.042283,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Public Lighting Commission,1951,42.327325,-83.04121,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
The Detroit Edison Co.,1951,42.329308,-83.040137,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Crane & Co.,1951,42.328062,-83.039064,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Grand Trunk Railway System R. R. Yard,1951,42.328292,-83.037991,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Michigan Cartage & Storage Co.,1951,42.33022,-83.036918,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Wabash Hotel,1951,42.328689,-83.035845,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,rec,Sanborn Fire Insurance Maps - Detroit 1951,
Packard Motor Car Co.,1951,42.330466,-83.034772,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Grand Trunk Western Railway Freight House,1951,42.329451,-83.033699,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Grand Trunk Railroad Yards,1951,42.328737,-83.032626,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Grand Trunk Western Railway & American Car Loading Corporation,1951,42.330576,-83.031553,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Times Publishing Plant,1951,42.329819,-83.03048,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Burnham - Stoepel & Co. Carpets & Rugs,1951,42.329632,-83.029407,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Grand Trunk Railway System Yards,1951,42.329922,-83.028334,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Great Atlantic & Pacific Tea Co. Ware House,1951,42.329049,-83.027261,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Joseph Buegleisen Co. Manufacturer of Leather Goods,1951,42.332555,-83.026188,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Ferro Stamping & Manufacturing Company,1951,42.332504,-83.025115,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Bryant & Detwiler Co. Contractor,1951,42.333273,-83.024042,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
Eaton Chemical Dyestuff Company,1951,42.332813,-83.022969,https://fims.historicalinfo.com/FIMSSD.aspx?m=03985_04_1951,ind,Sanborn Fire Insurance Maps - Detroit 1951,
